shape_id,shape_pt_sequence,shape_pt_lon,shape_dist_traveled,shape_pt_lat
SH0200L7000_1,66,-99.1904737135464,9.06,19.4402612688561
SH0200L7000_1,67,-99.19050814257092,9.07,19.440389395711698
SH0200L7000_1,68,-99.1905546613935,9.08,19.44050985834189
SH0200L7000_1,69,-99.1906453093582,9.1,19.4406840297794
SH0200L7000_1,70,-99.1908918843296,9.15,19.4410203223181
SH0200L7000_1,71,-99.19164364880992,9.29,19.4420318105694
SH0200L7000_1,72,-99.19177458678948,9.31,19.44220529797889
SH0200L7000_1,73,-99.1918574034863,9.33,19.442325721874106
SH0200L7000_1,74,-99.191907929826,9.34,19.4424232253232
SH0200L7000_1,75,-99.1919544322817,9.35,19.4425283845332
SH0200L7000_1,76,-99.1919949596077,9.37,19.4426966750894
SH0200L7000_1,77,-99.1920195715652,9.39,19.4428420235455
SH0200L7000_1,78,-99.1920235501432,9.41,19.4430027056153
SH0200L7000_1,79,-99.1920182690118,9.43,19.4432036308537
SH0200L7000_1,80,-99.19196809503391,9.47,19.4435637918242
SH0200L7000_1,81,-99.1915455636923,9.81,19.4465967622123
SH0200L7000_1,82,-99.1915223183961,9.83,19.4467465890992
SH0200L7000_1,83,-99.1915072895701,9.84,19.4468276632159
SH0200L7000_1,84,-99.1910307704364,10.12,19.4493141429798
SH0200L7000_1,85,-99.19100672624393,10.13,19.4494461569218
SH0200L7000_1,86,-99.1909705986171,10.15,19.4495918128403
SH0200L7000_1,87,-99.1901735608173,10.49,19.452598521837896
SH0200L7000_1,88,-99.19008488748491,10.52,19.4528669132746
SH0200L7000_1,89,-99.1900082107082,10.54,19.453043934827
SH0200L7000_1,90,-99.1899141376958,10.56,19.4532025143492
SH0200L7000_1,91,-99.18975972736229,10.59,19.453387078337
SH0200L7000_1,92,-99.1882660487748,10.81,19.4548063976352
SH0200L7000_1,93,-99.18810199692058,10.84,19.4549912619242
SH0200L7000_1,94,-99.1880120545216,10.86,19.4551104885028
SH0200L7000_1,95,-99.1879234948231,10.88,19.45525978474781
SH0200L7000_1,96,-99.18784471480232,10.91,19.455479220716697
SH0200L7000_1,97,-99.1873770086228,11.12,19.4573417710485
SH0200L7000_1,98,-99.1869915854369,11.31,19.4589964275905
SH0200L7000_1,99,-99.1869518406402,11.34,19.4592400101302
SH0200L7000_1,100,-99.1869394866123,11.36,19.4594270264964
SH0200L7000_1,101,-99.1869265455576,11.38,19.4596044392448
SH0200L7000_1,102,-99.1869300289531,11.4,19.4597844612688
SH0200L7000_1,103,-99.1869503963754,11.42,19.4599594684907
SH0200L7000_1,104,-99.1869929221949,11.44,19.4601124547738
SH0200L7000_1,105,-99.1870505107552,11.45,19.460210908520697
SH0200L7000_1,106,-99.1871393778329,11.47,19.4603265458564
SH0200L7000_1,107,-99.18724534739408,11.48,19.460407733706106
SH0200L7000_1,108,-99.1873866080779,11.5,19.460487928584
SH0200L7000_1,109,-99.1874895132516,11.51,19.4605346876773
SH0200L7000_1,110,-99.1875828228298,11.52,19.46056722962
SH0200L7000_1,111,-99.1891707527289,11.69,19.461009725785
SH0200L7000_1,112,-99.1894897818608,11.73,19.4611287680733
SH0200L7000_1,113,-99.18973572869407,11.76,19.4612673737166
SH0200L7000_1,114,-99.18990228474148,11.78,19.461420229433102
SH0200L7000_1,115,-99.1899856213669,11.8,19.461546870169
SH0200L7000_1,116,-99.1902043483998,11.86,19.4620138010334
SH0200L7000_1,117,-99.19043877769008,11.94,19.4627022935888
SH0200L7000_1,118,-99.1905537253806,11.99,19.4631175174474
SH0200L7000_1,119,-99.190686188,12.07,19.463859560000103
SH0200L7000_1,120,-99.19072712759493,12.12,19.4643023830991
SH0200L7000_1,121,-99.1907326267561,12.16,19.464670135849897
SH0200L7000_1,122,-99.1907147613925,12.21,19.4651628770604
SH0200L7000_1,123,-99.1898201430274,14.26,19.483589648336302
SH0200L7000_1,124,-99.1898208944899,14.3,19.483931653024
SH0200L7000_1,125,-99.18985669233808,14.35,19.4843414578303
SH0200L7000_1,126,-99.1898989253765,14.39,19.484687633625
SH0200L7000_1,127,-99.1899628152724,14.42,19.4849917131509
SH0200L7000_1,128,-99.1900705617474,14.45,19.4852842693966
SH0200L7000_1,129,-99.19018431942172,14.48,19.485542387575
SH0200L7000_1,130,-99.1903480067196,14.51,19.4858076264697
SH0200L7000_1,131,-99.19056011786247,14.55,19.4860857261398
SH0200L7000_1,132,-99.19098427484128,14.62,19.4865137490678
SH0200L7000_1,133,-99.19418596881808,15.07,19.489238130672
SH0200L7000_1,134,-99.194370229844,15.1,19.489410091278
SH0200L7000_1,135,-99.1945217141722,15.12,19.489582086902303
SH0200L7000_1,136,-99.1946732131117,15.15,19.4897660378144
SH0200L7000_1,137,-99.194885394,15.19,19.490050313
SH0200L7000_1,138,-99.1951442137108,15.24,19.49037725438649
SH0200L7000_1,139,-99.19690950099992,15.55,19.492607122
SH0200L7000_1,140,-99.1980184238327,15.76,19.4942020600292
SH0200L7000_1,141,-99.1987711774077,15.91,19.4953322185591
SH0200L7000_1,142,-99.1993446161541,16.03,19.4962138984472
SH0200L7000_1,143,-99.19971585394129,16.1,19.4966940973364
SH0200L7000_1,144,-99.2000188507656,16.15,19.4970404700944
SH0200L7000_1,145,-99.2003268064201,16.19,19.497317495382102
SH0200L7000_1,146,-99.2014299952519,16.36,19.4983850858834
SH0200L7000_1,147,-99.2015638571003,16.38,19.4985666592694
SH0200L7000_1,148,-99.2016573937381,16.4,19.4987626239834
SH0200L7000_1,149,-99.2017282700726,16.43,19.4989849158221
SH0200L7000_1,150,-99.2017562669256,16.45,19.49919530000589
SH0200L7000_1,151,-99.201759046236,16.47,19.4994033212064
SH0200L7000_1,152,-99.2017491885764,16.49,19.4995874456495
SH0200L7000_1,153,-99.2017066021453,16.52,19.4998122549874
SH0200L7000_1,154,-99.2016498092085,16.55,19.5000401963332
SH0200L7000_1,155,-99.20131954178308,16.67,19.5010358392486
SH0200L7000_1,156,-99.2009094503992,16.82,19.502307743055
SH0200L7000_1,157,-99.20031276678291,17.03,19.5041427394522
SH0200L7000_1,158,-99.20011586554968,17.1,19.5047378741249
SH0200L8000_0,1,-99.1390044128348,0.0,19.4440012887602
SH0200L8000_0,2,-99.13944088741329,0.08,19.4434376550659
SH0200L8000_0,3,-99.13947711921747,0.09,19.4433615900895
SH0200L8000_0,4,-99.1394967027335,0.1,19.4432711912773
SH0200L8000_0,5,-99.1396962454314,0.27,19.4417511635016
SH0200L8000_0,6,-99.1398222580226,0.38,19.4407698029355
SH0200L8000_0,7,-99.1403092854165,0.72,19.4377423918936
SH0200L8000_0,8,-99.14158799297908,1.66,19.4293718215454
SH0200L8000_0,9,-99.14162854851,1.7,19.42905472896189
SH0200L8000_0,10,-99.141670657161,1.73,19.4287849790925
SH0200L8000_0,11,-99.1419476687137,1.91,19.4271532794904
SH0200L8000_0,12,-99.14201543575928,1.95,19.426828035705302
SH0200L8000_0,13,-99.142084465831,1.99,19.4265063775598
SH0200L8000_0,14,-99.1430008819033,2.4,19.4229254103456
SH0200L8000_0,15,-99.1430635920286,2.44,19.4225858233623
SH0200L8000_0,16,-99.1431061511646,2.48,19.4222594033303
SH0200L8000_0,17,-99.1431480784582,2.51,19.421950114331104
SH0200L8000_0,18,-99.144142824,3.6,19.4122139940001
SH0200L8000_0,19,-99.1441308398786,3.62,19.4120431383056
SH0200L8000_0,20,-99.1441055206578,3.64,19.4118822370247
SH0200L8000_0,21,-99.1440468820288,3.66,19.4117141877952
SH0200L8000_0,22,-99.1439732328811,3.68,19.4115458688463
SH0200L8000_0,23,-99.143877407,3.7,19.411372623
SH0200L8000_0,24,-99.14376240819722,3.72,19.4112457300443
SH0200L8000_0,25,-99.14359070257,3.74,19.4110970679232
SH0200L8000_0,26,-99.14339452270929,3.77,19.4109444551984
SH0200L8000_0,27,-99.143218668,3.79,19.410858588000103
SH0200L8000_0,28,-99.1429406021129,3.82,19.410808554737105
SH0200L8000_0,29,-99.13375133560172,4.79,19.4102074911263
SH0200L8000_0,30,-99.1313196519405,5.05,19.4100299521301
SH0200L8000_0,31,-99.1311515256987,5.07,19.41002770139
SH0200L8000_0,32,-99.1309413539988,5.09,19.4100290629746
SH0200L8000_0,33,-99.13008579153,5.18,19.4100454443913
SH0200L8000_0,34,-99.1299270303475,5.2,19.4100515357655
SH0200L8000_0,35,-99.1298010180462,5.21,19.410042061368
SH0200L8000_0,36,-99.1296787688403,5.22,19.4100110641697
SH0200L8000_0,37,-99.12958549696329,5.23,19.4099752639974
SH0200L8000_0,38,-99.1294697534412,5.24,19.409914033161897
SH0200L8000_0,39,-99.1293131375827,5.26,19.4098190869437
SH0200L8000_0,40,-99.128028396,5.42,19.409036885
SH0200L8000_0,41,-99.1275060669005,5.48,19.4087422524274
SH0200L8000_0,42,-99.1271974223864,5.52,19.408533832014506
SH0200L8000_0,43,-99.126991650944,5.55,19.4083618156644
SH0200L8000_0,44,-99.1268080283424,5.58,19.408153438675
SH0200L8000_0,45,-99.12667279436371,5.61,19.4079488535536
SH0200L8000_0,46,-99.126561732574,5.64,19.407717471004
SH0200L8000_0,47,-99.1264566985328,5.67,19.4074593036955
SH0200L8000_0,48,-99.12638799788608,5.69,19.4072584978164
SH0200L8000_0,49,-99.126092604755,5.84,19.405894810808
SH0200L8000_0,50,-99.1259267548756,5.92,19.4051986329225
SH0200L8000_0,51,-99.12581627539758,5.96,19.40490008639
SH0200L8000_0,52,-99.1256992276618,5.98,19.4047452230716
SH0200L8000_0,53,-99.12550757903271,6.01,19.4045789338485
SH0200L8000_0,54,-99.12529178705152,6.04,19.404475786525303
SH0200L8000_0,55,-99.125017550172,6.07,19.4043975467605
SH0200L8000_0,56,-99.1248102749795,6.09,19.40435866620189
SH0200L8000_0,57,-99.1245659123784,6.12,19.404328992714
SH0200L8000_0,58,-99.12431793645968,6.15,19.404319598033
SH0200L8000_0,59,-99.1241571072103,6.17,19.40432757075489
SH0200L8000_0,60,-99.122893850728,6.31,19.4045943569578
SH0200L8000_0,61,-99.122739991957,6.33,19.40462031487
SH0200L8000_0,62,-99.1225850238019,6.35,19.404637157270106
SH0200L8000_0,63,-99.1223998047408,6.37,19.4046396732164
SH0200L8000_0,64,-99.1222430097406,6.39,19.404621671019
SH0200L8000_0,65,-99.12210766211332,6.4,19.404590916603
SH0200L8000_0,66,-99.1193965761738,6.7,19.40371710098989
SH0200L8000_0,67,-99.1192677068075,6.71,19.4036606223483
SH0200L8000_0,68,-99.1191441747354,6.73,19.4035889698678
SH0200L8000_0,69,-99.1190130662669,6.75,19.403494606655
SH0200L8000_0,70,-99.1188327451625,6.78,19.4032998486248
SH0200L8000_0,71,-99.1179112832023,6.93,19.4022486842917
SH0200L8000_0,72,-99.1177353166843,6.95,19.4021483714354
SH0200L8000_0,73,-99.1175800375165,6.97,19.4020805642192
SH0200L8000_0,74,-99.1174298100869,6.99,19.4020290132026
SH0200L8000_0,75,-99.11728262179592,7.01,19.4019985019314
SH0200L8000_0,76,-99.11714854220058,7.02,19.4019746772209
SH0200L8000_0,77,-99.1168581728806,7.05,19.401943615871
SH0200L8000_0,78,-99.1148687438526,7.26,19.401936693723
SH0200L8000_0,79,-99.1147134094444,7.28,19.4019233689837
SH0200L8000_0,80,-99.1145470969425,7.3,19.401885960918
SH0200L8000_0,81,-99.114409720971,7.32,19.4018322472944
SH0200L8000_0,82,-99.1142887232134,7.33,19.4017761321518
SH0200L8000_0,83,-99.114162668924,7.35,19.4016961089291
SH0200L8000_0,84,-99.1139813864848,7.37,19.4015572190623
SH0200L8000_0,85,-99.1138260249357,7.4,19.4013679399048
SH0200L8000_0,86,-99.1137412319071,7.42,19.4011920067255
SH0200L8000_0,87,-99.11367862530892,7.44,19.4010313627823
SH0200L8000_0,88,-99.113630131907,7.46,19.4008726228868
SH0200L8000_0,89,-99.11359574502028,7.48,19.4007062225837
SH0200L8000_0,90,-99.1135280189999,7.65,19.3991945870001
SH0200L8000_0,91,-99.1134316466449,7.85,19.39738875627189
SH0200L8000_0,92,-99.1133754259999,7.97,19.396284787000106
SH0200L8000_0,93,-99.1133615249999,8.01,19.3959315650001
SH0200L8000_0,94,-99.1133515135233,8.04,19.395669543817
SH0200L8000_0,95,-99.1133626736463,8.07,19.3954105786565
SH0200L8000_0,96,-99.1133866805834,8.1,19.395145149455303
SH0200L8000_0,97,-99.1134340978101,8.13,19.3948445561865
SH0200L8000_0,98,-99.1137149757144,8.3,19.3933590472022
SH0200L8000_0,99,-99.1137509548493,8.32,19.393161289296103
SH0200L8000_0,100,-99.113773086,8.36,19.392839103
SH0200L8000_0,101,-99.113766918348,8.37,19.3927117511607
SH0200L8000_0,102,-99.1137402012063,8.39,19.392491164530803
SH0200L8000_0,103,-99.113636708868,8.43,19.392167374491105
SH0200L8000_0,104,-99.11346065,8.47,19.391824329
SH0200L8000_0,105,-99.1127522380618,8.64,19.39044474174949
SH0200L8000_0,106,-99.1125970761459,8.68,19.3901465565505
SH0200L8000_0,107,-99.1125238921763,8.7,19.3899863967636
SH0200L8000_0,108,-99.1124557315002,8.72,19.3898023226308
SH0200L8000_0,109,-99.1123888046142,8.75,19.3895799897735
SH0200L8000_0,110,-99.1123149579756,8.79,19.389203040325302
SH0200L8000_0,111,-99.1119185299568,8.99,19.3874195696343
SH0200L8000_0,112,-99.110783053592,9.56,19.3823939602269
SH0200L8000_0,113,-99.1107062597922,9.59,19.3821042028909
SH0200L8000_0,114,-99.11064969784027,9.61,19.3819244248616
SH0200L8000_0,115,-99.1105850731005,9.63,19.3817446517118
SH0200L8000_0,116,-99.11026104216008,9.72,19.380992122844
SH0200L8000_0,117,-99.1098083864308,9.85,19.37989457211
SH0200L8000_0,118,-99.109151986,10.04,19.378255297000106
SH0200L8000_0,119,-99.108782115779,10.15,19.3773436173414
SH0200L8000_0,120,-99.10868789690292,10.18,19.3771113788915
SH0200L8000_0,121,-99.1085303629067,10.23,19.3766408996462
SH0200L8000_0,122,-99.1084243069751,10.27,19.3762880328984
SH0200L8000_0,123,-99.1081970487917,10.36,19.3755363985821
SH0200L8000_0,124,-99.107882069069,10.46,19.3746554162221
SH0200L8000_0,125,-99.1078265288249,10.48,19.3744880703884
SH0200L8000_0,126,-99.107791005,10.5,19.3743420340001
SH0200L8000_0,127,-99.1077590202207,10.52,19.374210476616103
SH0200L8000_0,128,-99.1077456498839,10.53,19.3741026689292
SH0200L8000_0,129,-99.1076601779494,10.73,19.3722913573641
SH0200L8000_0,130,-99.1076622331405,10.74,19.372218352093302
SH0200L8000_0,131,-99.1076840487755,10.76,19.3720598075575
SH0200L8000_0,132,-99.10770288384528,10.77,19.3719665425116
SH0200L8000_0,133,-99.10773379367944,10.78,19.3718445768076
SH0200L8000_0,134,-99.1078626661797,10.83,19.3714294261622
SH0200L8000_0,135,-99.10794272847158,10.86,19.371181752504
SH0200L8000_0,136,-99.1079789345941,10.87,19.371068391661503
SH0200L8000_0,137,-99.10800381948108,10.88,19.3709801443508
SH0200L8000_0,138,-99.10811020873,10.93,19.3705843259318
SH0200L8000_0,139,-99.10858005773208,11.16,19.3685684841425
SH0200L8000_0,140,-99.10897597599993,11.33,19.3670773440001
SH0200L8000_0,141,-99.1108704630423,12.28,19.3587364544971
SH0200L8000_0,142,-99.1109347684404,12.31,19.3584571314706
SH0200L8000_0,143,-99.1109517858511,12.33,19.3582887856189
SH0200L8000_0,144,-99.110948619096,12.35,19.3580764552844
SH0200L8000_0,145,-99.1109323649596,12.37,19.3578832619505
SH0200L8000_0,146,-99.1109040363711,12.39,19.3577168566115
SH0200L8000_0,147,-99.1108686486623,12.41,19.3575428039485
SH0200L8000_0,148,-99.1108161512056,12.43,19.357400324593502
SH0200L8000_0,149,-99.11067995425007,12.46,19.357169902544697
SH0200L8000_0,150,-99.1104528627846,12.5,19.3568906767879
SH0200L8000_0,151,-99.11031523108343,12.52,19.356773116633
SH0200L8000_0,152,-99.1101927373898,12.54,19.356688544801
SH0200L8000_0,153,-99.11002186895028,12.56,19.356596828725603
SH0200L8000_0,154,-99.109817766469,12.58,19.356535260763
SH0200L8000_0,155,-99.1094338043798,12.62,19.3564981902508
SH0200L8000_0,156,-99.1038271016251,13.21,19.3560065088409
SH0200L8000_0,157,-99.1032496480748,13.27,19.3559465806273
SH0200L8000_0,158,-99.1029503468465,13.3,19.3559266645574
SH0200L8000_0,159,-99.10273348820208,13.32,19.355927506390103
SH0200L8000_0,160,-99.10247119084956,13.35,19.355939846869106
SH0200L8000_0,161,-99.1021961032526,13.38,19.355965825635
SH0200L8000_0,162,-99.1005373992909,13.56,19.35618779682149
SH0200L8000_0,163,-99.0986346670518,13.76,19.356447079265106
SH0200L8000_0,164,-99.0982933328354,13.8,19.3564926952735
SH0200L8000_0,165,-99.0980011328386,13.83,19.35655263099289
SH0200L8000_0,166,-99.0973877818123,13.9,19.356708383464
SH0200L8000_0,167,-99.09650035,14.0,19.3569556800001
SH0200L8000_0,168,-99.0941308430237,14.26,19.3576305615165
SH0200L8000_0,169,-99.0933272589204,14.35,19.3578596683221
SH0200L8000_0,170,-99.090411009,14.67,19.358575793000103
SH0200L8000_0,171,-99.0902323375095,14.69,19.3586116727305
SH0200L8000_0,172,-99.0901227535916,14.7,19.358622487079
SH0200L8000_0,173,-99.0900106457605,14.71,19.3586249336536
SH0200L8000_0,174,-99.08988971707691,14.72,19.3586214066877
SH0200L8000_0,175,-99.089746109407,14.74,19.3586083262984
SH0200L8000_0,176,-99.08958737678208,14.76,19.358578515325306
SH0200L8000_0,177,-99.08945005765908,14.77,19.35854749813189
SH0200L8000_0,178,-99.0893039119087,14.79,19.3584997472514
SH0200L8000_0,179,-99.0891577623445,14.81,19.3584448228642
SH0200L8000_0,180,-99.088981363084,14.83,19.3583564373172
SH0200L8000_0,181,-99.08876210678368,14.86,19.3582142720582
SH0200L8000_0,182,-99.08837272803471,14.91,19.3579418725544
SH0200L8000_0,183,-99.0864097227911,15.17,19.3565656188638
SH0200L8000_0,184,-99.0852786882657,15.31,19.3558277706884
SH0200L8000_0,185,-99.08515772884572,15.32,19.3557608756105
SH0200L8000_0,186,-99.08495210647592,15.34,19.3556634134799
SH0200L8000_0,187,-99.0846658542104,15.37,19.3555392079434
SH0200L8000_0,188,-99.0764876047434,16.32,19.3518107469224
SH0200L8000_0,189,-99.0762215245022,16.35,19.35169799698761
SH0200L8000_0,190,-99.0759917228688,16.38,19.3515890573441
SH0200L8000_0,191,-99.0684447863342,17.26,19.3481641202855
SH0200L8000_0,192,-99.0658488332735,17.56,19.3469797917951
SH0200L8000_0,193,-99.0646280801213,17.71,19.3463497968356
SH0200L8000_0,194,-99.06379884969591,17.81,19.3459684058057
SH0200L8000_1,1,-99.06379884969591,0.0,19.3459684058057
SH0200L8000_1,2,-99.0646280801213,0.1,19.3463497968356
SH0200L8000_1,3,-99.0658488332735,0.25,19.3469797917951
SH0200L8000_1,4,-99.0684447863342,0.55,19.3481641202855
SH0200L8000_1,5,-99.0759917228688,1.43,19.3515890573441
SH0200L8000_1,6,-99.0762215245022,1.46,19.35169799698761
SH0200L8000_1,7,-99.0764876047434,1.49,19.3518107469224
SH0200L8000_1,8,-99.0846658542104,2.44,19.3555392079434
SH0200L8000_1,9,-99.08495210647592,2.47,19.3556634134799
SH0200L8000_1,10,-99.08515772884572,2.49,19.3557608756105
SH0200L8000_1,11,-99.0852786882657,2.5,19.3558277706884
SH0200L8000_1,12,-99.0864097227911,2.64,19.3565656188638
SH0200L8000_1,13,-99.08837272803471,2.9,19.3579418725544
SH0200L8000_1,14,-99.08876210678368,2.95,19.3582142720582
SH0200L8000_1,15,-99.088981363084,2.98,19.3583564373172
SH0200L8000_1,16,-99.0891577623445,3.0,19.3584448228642
SH0200L8000_1,17,-99.0893039119087,3.02,19.3584997472514
SH0200L8000_1,18,-99.08945005765908,3.04,19.35854749813189
SH0200L8000_1,19,-99.08958737678208,3.05,19.358578515325306
SH0200L8000_1,20,-99.089746109407,3.07,19.3586083262984
SH0200L8000_1,21,-99.08988971707691,3.09,19.3586214066877
SH0200L8000_1,22,-99.0900106457605,3.1,19.3586249336536
SH0200L8000_1,23,-99.0901227535916,3.11,19.358622487079
SH0200L8000_1,24,-99.0902323375095,3.12,19.3586116727305
SH0200L8000_1,25,-99.090411009,3.14,19.358575793000103
SH0200L8000_1,26,-99.0933272589204,3.46,19.3578596683221
SH0200L8000_1,27,-99.0941308430237,3.55,19.3576305615165
SH0200L8000_1,28,-99.09650035,3.81,19.3569556800001
SH0200L8000_1,29,-99.0973877818123,3.91,19.356708383464
SH0200L8000_1,30,-99.0980011328386,3.98,19.35655263099289
SH0200L8000_1,31,-99.0982933328354,4.01,19.3564926952735
SH0200L8000_1,32,-99.0986346670518,4.05,19.356447079265106
SH0200L8000_1,33,-99.1005373992909,4.25,19.35618779682149
SH0200L8000_1,34,-99.1021961032526,4.43,19.355965825635
SH0200L8000_1,35,-99.10247119084956,4.46,19.355939846869106
SH0200L8000_1,36,-99.10273348820208,4.49,19.355927506390103
SH0200L8000_1,37,-99.1029503468465,4.51,19.3559266645574
SH0200L8000_1,38,-99.1032496480748,4.54,19.3559465806273
SH0200L8000_1,39,-99.1038271016251,4.6,19.3560065088409
SH0200L8000_1,40,-99.1094338043798,5.19,19.3564981902508
SH0200L8000_1,41,-99.109817766469,5.23,19.356535260763
SH0200L8000_1,42,-99.11002186895028,5.25,19.356596828725603
SH0200L8000_1,43,-99.1101927373898,5.27,19.356688544801
SH0200L8000_1,44,-99.11031523108343,5.29,19.356773116633
SH0200L8000_1,45,-99.1104528627846,5.31,19.3568906767879
SH0200L8000_1,46,-99.11067995425007,5.35,19.357169902544697
SH0200L8000_1,47,-99.1108161512056,5.38,19.357400324593502
SH0200L8000_1,48,-99.1108686486623,5.4,19.3575428039485
SH0200L8000_1,49,-99.1109040363711,5.42,19.3577168566115
SH0200L8000_1,50,-99.1109323649596,5.44,19.3578832619505
SH0200L8000_1,51,-99.110948619096,5.46,19.3580764552844
SH0200L8000_1,52,-99.1109517858511,5.48,19.3582887856189
SH0200L8000_1,53,-99.1109347684404,5.5,19.3584571314706
SH0200L8000_1,54,-99.1108704630423,5.53,19.3587364544971
SH0200L8000_1,55,-99.10897597599993,6.48,19.3670773440001
SH0200L8000_1,56,-99.10858005773208,6.65,19.3685684841425
SH0200L8000_1,57,-99.10811020873,6.88,19.3705843259318
SH0200L8000_1,58,-99.10800381948108,6.93,19.3709801443508
SH0200L8000_1,59,-99.1079789345941,6.94,19.371068391661503
SH0200L8000_1,60,-99.10794272847158,6.95,19.371181752504
SH0200L8000_1,61,-99.1078626661797,6.98,19.3714294261622
SH0200L8000_1,62,-99.10773379367944,7.03,19.3718445768076
SH0200L8000_1,63,-99.10770288384528,7.04,19.3719665425116
SH0200L8000_1,64,-99.1076840487755,7.05,19.3720598075575
SH0200L8000_1,65,-99.1076622331405,7.07,19.372218352093302
SH0200L8000_1,66,-99.1076601779494,7.08,19.3722913573641
SH0200L8000_1,67,-99.1077456498839,7.28,19.3741026689292
SH0200L8000_1,68,-99.1077590202207,7.29,19.374210476616103
SH0200L8000_1,69,-99.107791005,7.31,19.3743420340001
SH0200L8000_1,70,-99.1078265288249,7.33,19.3744880703884
SH0200L8000_1,71,-99.107882069069,7.35,19.3746554162221
SH0200L8000_1,72,-99.1081970487917,7.45,19.3755363985821
SH0200L8000_1,73,-99.1084243069751,7.54,19.3762880328984
SH0200L8000_1,74,-99.1085303629067,7.58,19.3766408996462
SH0200L8000_1,75,-99.10868789690292,7.63,19.3771113788915
SH0200L8000_1,76,-99.108782115779,7.66,19.3773436173414
SH0200L8000_1,77,-99.109151986,7.77,19.378255297000106
SH0200L8000_1,78,-99.1098083864308,7.96,19.37989457211
SH0200L8000_1,79,-99.11026104216008,8.09,19.380992122844
SH0200L8000_1,80,-99.1105850731005,8.18,19.3817446517118
SH0200L8000_1,81,-99.11064969784027,8.2,19.3819244248616
SH0200L8000_1,82,-99.1107062597922,8.22,19.3821042028909
SH0200L8000_1,83,-99.110783053592,8.25,19.3823939602269
SH0200L8000_1,84,-99.1119185299568,8.82,19.3874195696343
SH0200L8000_1,85,-99.1123149579756,9.02,19.389203040325302
SH0200L8000_1,86,-99.1123888046142,9.06,19.3895799897735
SH0200L8000_1,87,-99.1124557315002,9.09,19.3898023226308
SH0200L8000_1,88,-99.1125238921763,9.11,19.3899863967636
SH0200L8000_1,89,-99.1125970761459,9.13,19.3901465565505
SH0200L8000_1,90,-99.1127522380618,9.17,19.39044474174949
SH0200L8000_1,91,-99.11346065,9.34,19.391824329
SH0200L8000_1,92,-99.113636708868,9.38,19.392167374491105
SH0200L8000_1,93,-99.1137402012063,9.42,19.392491164530803
SH0200L8000_1,94,-99.113766918348,9.44,19.3927117511607
SH0200L8000_1,95,-99.113773086,9.45,19.392839103
SH0200L8000_1,96,-99.1137509548493,9.49,19.393161289296103
SH0200L8000_1,97,-99.1137149757144,9.51,19.3933590472022
SH0200L8000_1,98,-99.1134340978101,9.68,19.3948445561865
SH0200L8000_1,99,-99.1133866805834,9.71,19.395145149455303
SH0200L8000_1,100,-99.1133626736463,9.74,19.3954105786565
SH0200L8000_1,101,-99.1133515135233,9.77,19.395669543817
SH0200L8000_1,102,-99.1133615249999,9.8,19.3959315650001
SH0200L8000_1,103,-99.1133754259999,9.84,19.396284787000106
SH0200L8000_1,104,-99.1134316466449,9.96,19.39738875627189
SH0200L8000_1,105,-99.1135280189999,10.16,19.3991945870001
SH0200L8000_1,106,-99.11359574502028,10.33,19.4007062225837
SH0200L8000_1,107,-99.113630131907,10.35,19.4008726228868
SH0200L8000_1,108,-99.11367862530892,10.37,19.4010313627823
SH0200L8000_1,109,-99.1137412319071,10.39,19.4011920067255
SH0200L8000_1,110,-99.1138260249357,10.41,19.4013679399048
SH0200L8000_1,111,-99.1139813864848,10.44,19.4015572190623
SH0200L8000_1,112,-99.114162668924,10.46,19.4016961089291
SH0200L8000_1,113,-99.1142887232134,10.48,19.4017761321518
SH0200L8000_1,114,-99.114409720971,10.49,19.4018322472944
SH0200L8000_1,115,-99.1145470969425,10.51,19.401885960918
SH0200L8000_1,116,-99.1147134094444,10.53,19.4019233689837
SH0200L8000_1,117,-99.1148687438526,10.55,19.401936693723
SH0200L8000_1,118,-99.1168581728806,10.76,19.401943615871
SH0200L8000_1,119,-99.11714854220058,10.79,19.4019746772209
SH0200L8000_1,120,-99.11728262179592,10.8,19.4019985019314
SH0200L8000_1,121,-99.1174298100869,10.82,19.4020290132026
SH0200L8000_1,122,-99.1175800375165,10.84,19.4020805642192
SH0200L8000_1,123,-99.1177353166843,10.86,19.4021483714354
SH0200L8000_1,124,-99.1179112832023,10.88,19.4022486842917
SH0200L8000_1,125,-99.1188327451625,11.03,19.4032998486248
SH0200L8000_1,126,-99.1190130662669,11.06,19.403494606655
SH0200L8000_1,127,-99.1191441747354,11.08,19.4035889698678
SH0200L8000_1,128,-99.1192677068075,11.1,19.4036606223483
SH0200L8000_1,129,-99.1193965761738,11.11,19.40371710098989
SH0200L8000_1,130,-99.12210766211332,11.41,19.404590916603
SH0200L8000_1,131,-99.1222430097406,11.42,19.404621671019
SH0200L8000_1,132,-99.1223998047408,11.44,19.4046396732164
SH0200L8000_1,133,-99.1225850238019,11.46,19.404637157270106
SH0200L8000_1,134,-99.122739991957,11.48,19.40462031487
SH0200L8000_1,135,-99.122893850728,11.5,19.4045943569578
SH0200L8000_1,136,-99.1241571072103,11.64,19.40432757075489
SH0200L8000_1,137,-99.12431793645968,11.66,19.404319598033
SH0200L8000_1,138,-99.1245659123784,11.69,19.404328992714
SH0200L8000_1,139,-99.1248102749795,11.72,19.40435866620189
SH0200L8000_1,140,-99.125017550172,11.74,19.4043975467605
